tempo_us,sinal_ad,adc_ads,adc_gpio14,pressao,pressao_total
20455121,145,9235,4095,15.134,17.017
20487440,145,9194,4095,15.048,16.932
20519762,144,9152,4095,14.961,16.844
20552101,144,9110,4095,14.873,16.757
20584413,143,9069,4095,14.788,16.672
20616736,143,9034,4095,14.715,16.599
20649047,142,8998,4095,14.640,16.524
20681393,142,8954,4095,14.548,16.432
20713702,141,8908,4095,14.452,16.336
20746025,141,8867,4095,14.367,16.251
20778347,140,8827,4095,14.284,16.167
20810687,140,8784,4095,14.194,16.078
20843001,139,8742,4095,14.106,15.990
20875319,139,8699,4095,14.017,15.901
20907640,138,8652,4095,13.919,15.803
20939973,138,8605,4095,13.821,15.705
20972292,138,8559,4095,13.725,15.609
21004614,137,8510,4095,13.623,15.507
21036924,137,8461,4095,13.521,15.405
21069260,136,8414,4095,13.423,15.307
21101581,136,8365,4095,13.321,15.205
21133903,136,8315,4095,13.217,15.101
21166225,135,8267,4095,13.117,15.001
21198558,135,8220,4095,13.019,14.903
21230880,135,8173,4095,12.921,14.805
21263197,134,8126,4095,12.823,14.707
21295520,134,8080,4095,12.727,14.611
21327852,134,8035,4095,12.634,14.517
21360161,134,7991,4095,12.542,14.426
21392492,133,7947,4095,12.450,14.334
21424812,133,7905,4095,12.363,14.247
21457142,133,7862,4095,12.273,14.157
21489454,133,7826,4095,12.198,14.082
21521781,132,7788,4095,12.119,14.003
21554104,132,7746,4095,12.031,13.915
21586436,132,7707,4095,11.950,13.834
21618743,132,7668,4095,11.869,13.753
21651069,131,7632,4095,11.794,13.678
21683384,131,7594,4095,11.715,13.599
21715721,131,7559,4095,11.642,13.526
21748021,131,7523,4095,11.567,13.451
21780362,131,7489,4095,11.496,13.380
21812675,131,7456,4095,11.427,13.311
21845014,130,7422,4095,11.356,13.240
21877314,130,7390,4095,11.290,13.174
21909635,130,7359,4095,11.225,13.109
21941941,130,7329,4095,11.163,13.047
21974259,130,7300,4095,11.102,12.986
22006581,130,7272,4095,11.044,12.928
22038913,130,7243,4095,10.984,12.867
22071231,130,7217,4095,10.929,12.813
22103553,130,7188,4095,10.869,12.753
22135862,129,7164,4095,10.819,12.703
22168198,129,7138,4095,10.765,12.649
22200499,129,7115,4095,10.717,12.601
22232820,129,7090,4095,10.665,12.549
22265124,129,7068,4095,10.619,12.503
22297442,129,7046,4095,10.573,12.457
22329763,129,7025,4095,10.529,12.413
22362101,129,7005,4095,10.488,12.372
22394409,129,6986,4095,10.448,12.332
22426737,129,6968,4095,10.411,12.294
22459055,129,6951,4095,10.375,12.259
22491395,129,6935,4095,10.342,12.226
22523703,129,6919,4095,10.309,12.192
22556026,129,6904,4095,10.277,12.161
22588348,130,6890,4095,10.248,12.132
22620687,130,6877,4095,10.221,12.105
22653001,130,6866,4095,10.198,12.082
22685319,130,6856,4095,10.177,12.061
22717640,130,6846,4095,10.156,12.040
22749974,130,6837,4095,10.138,12.022
